,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
143,Funcc.,Guilt,5uMnRbSAnanjzB6o8M1moT,33,0.805,0.388,6,-9.806,0,0.339,0.898,0.883,0.105,0.169,80.006,135000,4
144,SLANDER,Love Is Gone (Mixed) - Armin van Buuren Remix,39N0x2bHHkTqTUiI4iYOBl,41,0.543,0.944,3,-6.749,0,0.0443,0.000284,0.0396,0.753,0.393,130.011,81200,4
145,Olivia Rodrigo,happier,2tGvwE8GcFKwNdAXMnlbfl,89,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,175933,3
146,Elvis Costello & The Attractions,Night Rally - 2021 Remaster,53ZWOGMHGZFbp55aTbesUs,28,0.43,0.63,4,-5.604,1,0.0291,0.396,0.0,0.596,0.55,101.089,162507,4
147,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),1EJIcDYXwSqipW5dFe4uJz,82,0.477,0.727,2,-4.053,1,0.286,0.000866,0.0,0.108,0.227,150.062,236524,4
148,Tom Staar,Glow (Mixed),19GztuIXjGf8K6XRAQQNMB,41,0.541,0.931,1,-7.96,1,0.0455,0.00159,0.839,0.25,0.318,128.013,75013,4
149,Billie Eilish,Happier Than Ever - Edit,32BeYxKPrig1LefHsC0Xuo,88,0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,151444,3
150,Armin van Buuren,Tell Me Why (Mixed),1ibtFYUPdfQADmoQRN7BBy,41,0.497,0.892,11,-7.88,1,0.0451,0.000369,0.85,0.195,0.415,129.318,59529,4
151,Lil Tjay,Calling My Phone,3J8EOeKLTLXORtWPpOU5bE,86,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458,4
152,Ilan Bluestone,Paid For Love (Mixed),3JrvGvHNqvoKqPb16t9EhF,40,0.632,0.856,3,-5.236,0,0.0571,6.25e-06,0.4,0.596,0.722,130.031,73893,4
153,Stephanie Beatriz,All Of You,4X25mFLehFnxa1TwtLKcE2,84,0.515,0.467,11,-10.623,1,0.0494,0.633,0.0,0.107,0.346,114.532,278440,4
154,U2,"New Year's Day - Live From Red Rocks Amphitheatre, Colorado, USA / 1983 / Remastered 2021",6tBQZFVP2nvhUfc6gMQjF0,37,0.346,0.905,8,-7.508,0,0.0457,0.0253,0.0318,0.987,0.221,139.166,287482,4
155,J. Cole,m y . l i f e (with 21 Savage & Morray),1D3z6HTiQsNmZxjl7F7eoG,83,0.597,0.587,7,-7.026,0,0.137,0.0622,0.0,0.214,0.0753,140.021,218802,4
156,Andrew Rayel,Ascendit ad Paradisum (Mixed),1ciQlDmccRWrY3wQEhQuLi,40,0.448,0.977,6,-8.123,0,0.117,0.000429,0.891,0.24,0.312,132.004,87267,4
157,Kyau & Albert,Outside 21 (Mixed),5mNNer74d2BhrpIt8RBo9C,40,0.385,0.956,6,-7.453,1,0.0444,0.000378,0.377,0.386,0.164,129.418,44804,4
158,Lil Nas X,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,90,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,4
159,Elvis Costello & The Attractions,Big Tears - 2021 Remaster,4xmvEwNnNbc49rPVMxG5tS,28,0.558,0.838,7,-6.479,1,0.0417,0.0612,0.00182,0.309,0.778,119.089,191107,4
160,Morgan Wallen,Cover Me Up,0mKnuxVkPi5h0kuvZl44VM,80,0.549,0.44,7,-8.192,1,0.0264,0.232,7.37e-06,0.107,0.214,128.01,293707,3
161,Patrik Humann,Love Again (Mixed) - Beatsole Remix,0Gf5nk5XdvOVlKkLvgNY1Z,40,0.574,0.848,8,-5.64,1,0.0542,1.28e-05,0.929,0.436,0.724,129.995,88613,4
162,Polo G,RAPSTAR,43PGPuHIlVOc04jrZVh9L6,84,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,165926,4
163,Super8 & Tab,September (Mixed),4xCNx0sF3LNqzWkkBNNxTI,39,0.584,0.876,1,-8.114,0,0.0421,3.14e-05,3.18e-05,0.448,0.516,132.016,114547,4
164,Lost Frequencies,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,96,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,148197,4
165,Andrew Rayel,Silver Lining (Mixed) - Mark Sixma Remix,0geL3xMuZ2iiwHg2jeoWoW,40,0.691,0.904,1,-8.032,1,0.249,0.000333,0.435,0.582,0.462,132.011,58107,4
166,Saliva,Spoonman - 2021 Version,3psaFVjImZJfCvanJ3mlZA,26,0.396,0.917,0,-4.384,1,0.0415,6.17e-05,0.482,0.51,0.608,93.226,238096,4
167,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),5W8jRrZ6tWrTrqnKRtIQBf,83,0.861,0.656,4,-7.867,0,0.425,0.104,0.0,0.0986,0.331,88.967,218210,4
168,Ahmed Helmy,I'm The Future (Mixed),6PVcNY5Ffsm7q2NLmiXVl2,40,0.47,0.984,7,-7.216,1,0.0542,0.00208,0.288,0.374,0.526,132.294,72497,4
169,Nardo Wick,Me or Sum (feat. Future & Lil Baby),2HHLfzE7PkljuqyYU4vwmh,81,0.534,0.573,1,-6.757,1,0.414,0.00926,0.0,0.136,0.373,160.333,225533,4
170,Funcc.,Somewhere,4oZOPr3QEHpJf1Vj6PngLm,30,0.837,0.263,2,-12.108,1,0.0618,0.802,0.864,0.106,0.624,124.025,143226,4
171,Cody Johnson,'Til You Can't,4k3lPl8YTKuY8c1HelVnm3,80,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087,224213,4
172,Shane 54,Panic Attack (Mixed),1IrUnGFXhSsY7RwCgULNRf,39,0.503,0.937,1,-7.841,1,0.0316,0.000104,0.749,0.532,0.648,131.965,43733,4
173,Morgan Wallen,More Than My Hometown,5OELUCYgOHKFAvCERnAvfS,80,0.62,0.869,6,-5.479,1,0.0462,0.615,0.0,0.131,0.597,126.019,216573,4
174,Rub!k,Everlast (Mixed),6DCMczgZOwnWjAnTZZAYoZ,39,0.502,0.976,10,-8.514,0,0.115,0.00959,0.99,0.296,0.566,131.994,58200,4
175,Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),09gysnJpfQ3ublBmJDfcEC,89,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,204764,4
176,Fergie,Level Up (Mixed),3rKlJ6zHZf23MoN94Gnw3l,39,0.531,0.993,0,-6.217,1,0.044,0.000344,0.976,0.406,0.574,133.697,43347,4
177,Walker Hayes,Fancy Like,3ZozFqJJlDBNIm4xqxn2ZD,82,0.649,0.76,1,-6.487,1,0.0574,0.114,0.0,0.317,0.843,80.018,161853,4
178,Orjan Nilsen,Volt (Mixed),5ZNKVdPiM0BMYQz9uxIbTm,39,0.573,0.907,5,-7.694,0,0.127,1.83e-05,1.52e-06,0.861,0.416,132.029,58173,4
179,Olivia Rodrigo,brutal,6SRsiMl7w1USE4mFqrOhHC,86,0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,143747,4
180,will.i.am,I Like To Move It,0ZmKLjmYt7ESXU0FM6dZz9,33,0.845,0.805,7,-4.771,0,0.0442,0.434,0.0,0.105,0.956,126.979,222853,4
181,Yeat,Turban,4aMxs74PXoQg2SLgjypcvb,82,0.669,0.682,1,-7.974,1,0.293,0.00165,0.0116,0.339,0.345,148.153,155742,4
182,Gareth Emery,Calling Home (Mixed),4KUIxvCDoVtLgevugG95Av,39,0.355,0.913,6,-8.118,0,0.0371,0.000768,0.229,0.526,0.363,133.551,72427,4
183,Summer Walker,No Love (with SZA),08SB2OtZkaliju77WYEKxk,83,0.707,0.618,1,-5.825,0,0.19,0.17,0.0,0.293,0.517,133.876,231498,4
184,Dim3nsion,Shoganai (Mixed),31AbPUTdqaQjno37HauG4K,39,0.44,0.967,7,-8.582,0,0.0478,1.33e-05,0.714,0.269,0.757,133.978,57307,3
185,A Boogie Wit da Hoodie,Man in the Mirror,7uLFOXgLrS90tEYPO1DGXy,82,0.849,0.631,3,-4.241,0,0.0637,0.171,0.0,0.149,0.55,135.997,215304,4
186,Klaus Doldinger,Das Boot - 2021 Remastered,64bt6qmrxlfzPean113phZ,28,0.439,0.448,2,-12.414,0,0.0252,0.188,0.901,0.129,0.121,75.044,223985,4
187,Emmy Meli,I AM WOMAN,3nOz1U41SZZ0N3fuUWr9nb,88,0.646,0.471,10,-9.247,1,0.157,0.122,0.0,0.125,0.455,170.084,232813,4
188,Omnia,Paradise (Mixed),2gjhb3tnVbOvQN4trmBRZi,38,0.429,0.795,4,-7.684,1,0.0339,9.83e-05,0.000245,0.556,0.816,134.019,56160,4
189,Marshmello,Leave Before You Love Me (with Jonas Brothers),4qu63nuBpdn0qHUHuObEj1,88,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,4
190,Gareth Emery,Friendly Fires (Mixed),1BHyQ0pWPwYhy9MoiqRjLT,38,0.489,0.903,7,-8.407,1,0.0389,0.00514,0.0293,0.328,0.761,131.966,88400,4
191,Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",4yNoUQkYf1QF8iYlEzNynH,81,0.739,0.74,5,-5.86,0,0.333,0.0045,0.0,0.161,0.488,75.575,279853,4
192,Vigel,Human Inside (Mixed) - Avenia Remix,24bzXtg1cXXlq0dsZsBIlP,38,0.409,0.946,11,-7.634,0,0.0666,5.11e-05,0.919,0.194,0.514,131.368,43583,4
193,Yeat,Sorry Bout That,4VHkjPgAis9JNfc1URn7zZ,82,0.73,0.643,6,-7.811,0,0.0984,8.47e-05,0.0,0.203,0.492,141.961,186018,4
194,Ahmed Helmy,King's Future (Mixed),1hCwFvKvWSm2vPpMzxIeNH,39,0.548,0.976,11,-6.821,0,0.0391,0.00733,0.924,0.352,0.846,134.026,42971,4
195,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),4eNOLmx8r2IJAVKvBBL1jv,82,0.808,0.639,1,-7.266,0,0.279,0.0802,0.0,0.15,0.395,118.0,144349,4
196,Roman Messer,Heartbeat (Mixed),0sOmDHhnm1Yfd419a0BtSi,39,0.517,0.965,6,-7.265,0,0.0667,8.35e-05,0.969,0.421,0.519,134.033,43016,4
197,Kanye West,Moon,7CC6UbCs4iGsePSzFxYxNn,83,0.319,0.236,5,-9.644,1,0.0318,0.898,1.62e-05,0.272,0.254,162.351,156091,4
198,Orjan Nilsen,Pantheon (Mixed),1oPKiCaIzsJGtSRrIospdv,38,0.453,0.989,6,-6.128,0,0.0739,9.55e-05,0.243,0.493,0.268,134.017,42973,4
199,Lil Tecca,LOT OF ME,2ZXxRC6V6AXzMdbLQZMHSB,82,0.704,0.537,0,-8.565,1,0.302,0.223,0.0,0.122,0.7,77.444,123871,4
200,The National,29 Years - 2021 Remaster,7BeCxon082GMTXsHjzx7MS,26,0.509,0.288,0,-22.773,1,0.151,0.888,0.461,0.322,0.123,140.626,170840,1
201,Megan Thee Stallion,Megan's Piano,4HyVMzg0sUQsdOxRvSO8Ka,81,0.953,0.621,11,-7.565,1,0.154,0.00799,4.87e-06,0.307,0.378,132.063,113430,4
202,Beatsole,Ilanga (Mixed),6q0pmaeodL5mvnQmBoHdJe,38,0.615,0.791,1,-6.856,0,0.0557,2e-06,0.983,0.298,0.392,129.973,59067,4
203,Luke Combs,Doin' This,4GyD3o5hWoyCuYpdlzZlRL,81,0.593,0.552,1,-5.838,1,0.028,0.18,1.71e-05,0.11,0.39,115.0,254181,4
204,Markus Schulz,Tidal Wave (Mixed) - Will Atkinson Remix,76SauoS4Rx4yxbUFMe817G,38,0.473,0.988,6,-8.734,0,0.056,7.03e-05,0.0381,0.421,0.51,135.902,70600,4
205,Lil Tjay,Run It Up (feat. Offset & Moneybagg Yo),1dg3qy5DjoJodawfOCgrTP,84,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,232048,4
206,Steve Aoki,Music Means Love Forever (Mixed),3gjpkrcbJGQDOqGeq4Vh29,38,0.56,0.964,1,-6.417,1,0.0305,0.000208,0.916,0.174,0.741,130.106,58947,4
207,Jnr Choi,TO THE MOON,5vUnjhBzRJJIAOJPde6zDx,91,0.745,0.65,2,-11.814,1,0.346,0.0451,0.00758,0.111,0.386,144.047,152137,4
208,Richard Durand,Made of Stone (Mixed),3siz1R0pjLGNdkVJ6d9wLd,38,0.432,0.978,8,-7.141,1,0.0638,0.000399,0.000326,0.738,0.642,131.972,65453,4
209,Kanye West,Hurricane,6Hfu9sc7jvv6coyy2LlzBF,84,0.587,0.561,0,-6.569,1,0.146,0.0466,0.0,0.109,0.351,80.009,243187,4
210,Christina Novelli,My Guiding Light (Mixed),7z9ksQuLg0rmgQv44Sg5AC,38,0.487,0.895,11,-8.215,0,0.0401,3.14e-05,0.657,0.322,0.361,133.964,128960,4
211,Trippie Redd,Rich MF (feat. Polo G & Lil Durk),6cUHiQEECDl5m3WFGQ1GCR,81,0.756,0.698,6,-5.464,1,0.178,0.0849,0.0,0.221,0.66,77.497,247714,4
212,Andrew Rayel,River (Mixed),3JmYStGWQx7f4bTzuT6QcN,38,0.494,0.889,1,-7.57,1,0.192,9.17e-05,2.11e-05,0.859,0.344,131.876,58187,4
213,Nicky Youre,Sunroof,3RfTeIrWS8LNrfHYwechtt,84,0.768,0.716,10,-5.11,1,0.0404,0.35,0.0,0.15,0.841,131.43,163026,4
214,Giuseppe Ottaviani,Beautiful (Mixed),4iMfdRvItBKwgD9J7NfQTa,38,0.507,0.902,5,-8.154,0,0.0875,8.45e-05,0.0794,0.479,0.564,134.036,85973,4
215,The Chieftains,Brian Boru's March - Remastered 2021,0B4OZbYjxmDPi3Ar5lRim8,23,0.378,0.614,2,-11.445,1,0.0417,0.907,0.437,0.114,0.961,103.298,192440,4
216,Young Thug,Bubbly (with Drake & Travis Scott),4KDNRh9Oor80z3XIxdWlui,81,0.91,0.585,11,-7.572,0,0.257,0.0536,0.0,0.127,0.599,129.011,165067,4
217,ReOrder,You Should Know (Mixed),2yCXrqji8SdwbGKSiBEcrf,37,0.531,0.987,11,-7.577,0,0.0384,0.00032,0.138,0.114,0.885,136.027,70600,4
218,Swedish House Mafia,Moth To A Flame (with The Weeknd),2gpWyfu7eZ01zzncHpxOtA,92,0.542,0.659,8,-7.289,1,0.0389,0.00279,0.0,0.105,0.109,120.122,234000,4
219,Energy 52,Café Del Mar (Mixed) - Paul van Dyk's SHINE Remix,2MfoENc0KNvaGVqbXszkmy,37,0.595,0.997,4,-6.892,0,0.0428,1.49e-05,0.822,0.327,0.503,133.984,57320,4
220,Taylor Swift,Wildest Dreams (Taylor's Version),1Ov37jtRQ2YNAe8HzfczkL,86,0.583,0.67,8,-7.289,1,0.0646,0.0374,0.0001,0.126,0.498,140.061,220433,4
221,Stoneface & Terminal,Moonscape (Mixed),6cIsxNrm1X7ScYDsfdYtyn,37,0.378,0.978,11,-10.637,0,0.0584,2.15e-06,0.951,0.357,0.372,136.012,84227,4
222,Oliver Tree,Life Goes On,0eu4C55hL6x29mmeAjytzC,88,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,161803,4
223,David Forbes,Equator (Mixed),4MZ7s7SZ9eNTCwPOnvxBgN,37,0.415,0.969,8,-9.192,1,0.0453,2.35e-05,0.822,0.285,0.2,134.001,34320,4
224,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),5zFglKYiknIxks8geR8rcL,87,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,227395,4
225,Giuseppe Ottaviani,Glowing In The Dark (Mixed),1yOJVnFH64lwAunSa8vhDy,37,0.375,0.973,7,-7.849,1,0.0655,1.21e-05,0.93,0.432,0.401,136.204,70440,4
226,Eyedress,Something About You,6RiiSy9GzSwiyDEJDiMuKe,84,0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,153313,4
227,Ben Gold,Change The World (Mixed),4vNfwWTVhB4KThdjvgZxi5,37,0.437,0.959,11,-8.138,0,0.0445,2.91e-05,0.866,0.244,0.583,134.051,42953,4
228,Post Malone,Motley Crew,40uMIn2zJLAQhNXghRjBed,84,0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,184213,4
229,Zaa,Yellow (Mixed) - Eugenio Tokarev Remix,0TJWnIiVZpS55xLVNO7GYY,37,0.472,0.992,6,-6.678,1,0.0884,1.47e-05,0.527,0.348,0.379,133.993,71640,4
230,LISA,MONEY,7hU3IHwjX150XLoTVmjD0q,88,0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,168228,4
231,Dept,Last Year (feat. Sonny Zero),4j5OMAgwrKzm45uXB3QBfR,29,0.583,0.766,5,-5.591,1,0.0497,0.0816,0.0,0.12,0.96,159.948,181653,4
232,BTS,Butter,1mWdTewIgB3gtBM3TOSFhB,92,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,4
233,Armin van Buuren,A State Of Trance Year Mix 2021 (Mixed) - Outro - Power Of The Present,7g0qPCcuRO60Oqfx9N0uCq,31,0.433,0.556,0,-10.901,1,0.19,0.0811,3.37e-05,0.456,0.533,123.162,47987,4
234,Only The Family,Hellcats & Trackhawks,53tv6ZbyeAwfAUwFaxYbfO,79,0.841,0.672,1,-5.557,0,0.371,0.0122,0.0,0.321,0.599,157.026,146845,4
235,Armin van Buuren,Magico (Mixed),1eS6ltwLFGCNJcxsSmgJSb,37,0.336,0.947,1,-9.06,1,0.0652,5.96e-06,0.957,0.377,0.481,133.978,60893,4
236,YoungBoy Never Broke Again,Nevada,2cEnKRR4dYBB2VA1mjlb1z,79,0.777,0.59,0,-8.741,0,0.286,0.397,0.0,0.169,0.238,147.978,155738,4
237,Roger Shah,Burasari (Mixed),74axr78YWM39N5O6rWkp2c,37,0.438,0.934,7,-9.425,1,0.0371,1.9e-05,0.777,0.228,0.7,133.997,57307,4
238,Ivan Cornejo,Está Dañada,6G2xXQRSZlEzYsUEb3uvuR,82,0.405,0.565,1,-9.266,0,0.0372,0.38,0.0195,0.107,0.166,159.892,214149,3
239,Armin van Buuren,For All Time (Mixed),2NuSFAleZc0JdDf1A6jTsh,37,0.462,0.964,1,-9.445,1,0.0492,0.00864,0.748,0.476,0.591,136.014,120000,4
240,Carlos Vives,"Colombia, Mi Encanto",2Q5q1q01KOdHt5fM00WUJ8,83,0.718,0.88,0,-7.567,1,0.11,0.0223,0.0,0.908,0.814,124.007,175280,4
241,Ferry Corsten,Bloodstream (RES006),43AKizbDJBue7Y732kY1En,32,0.615,0.893,9,-7.384,0,0.039,0.0262,0.03,0.129,0.138,123.981,263214,4
242,Maroon 5,Payphone,1LmN9SSHISbtp9LoaR5ZVJ,79,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,231387,4
243,Davey Asprey,Rebirth (Mixed),3tPjADnR6TlUN0NvoYyZH2,37,0.498,0.952,7,-8.923,1,0.0426,9.56e-05,0.694,0.202,0.827,133.994,57307,4
244,YoungBoy Never Broke Again,Black Ball,1tmsPlyvzDETLv08Wp5cuY,78,0.773,0.608,1,-6.117,0,0.223,0.616,0.0,0.0966,0.475,79.002,189852,4
245,The Chieftains,"The Morning Dew - Live At Massey Hall, Toronto, 1976 / Remastered 2021",7hZrjZ9bZtG22neuEOjnSB,23,0.484,0.647,2,-11.366,1,0.0668,0.709,0.164,0.707,0.936,117.094,171480,4
246,Rvssian,Nostálgico,2BEcap3xJtmiPaHKyfQi4e,91,0.734,0.846,9,-3.425,0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,209884,4
247,A.r.d.i.,I Am (Mixed),4Nnvq83FTlSmYD9Z8uKGFM,36,0.442,0.995,9,-8.154,0,0.0767,7.84e-05,0.656,0.357,0.504,135.985,84720,4
248,Joyner Lucas,Ramen & OJ,4TIqzdAssasqx3DAe6cG9J,81,0.597,0.571,1,-6.205,0,0.293,0.492,0.0,0.093,0.165,106.196,218448,3
249,Ciaran McAuley,Tears Don't Mean You're Losing (Mixed),0bS9nXQMa8N1pWeitVo41G,36,0.465,0.999,11,-8.237,0,0.0721,4.34e-05,0.895,0.372,0.51,135.999,85973,4
250,Clinton Kane,I GUESS I'M IN LOVE,1is8gU4RVcN4J8xItxWoOY,87,0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,204094,4
251,Alessandra Roncone,Feel The Trance Energy (TER Anthem) [Mixed],5pu7UhU2Pe7H4J5DijKnNO,36,0.385,0.991,1,-9.696,1,0.0796,2.23e-05,0.9,0.41,0.965,136.011,63520,4
252,Andrew Rayel,Blue Roses (Mixed),1oWb8FCkfLcDGwg20xFWNA,36,0.462,0.934,11,-9.546,0,0.059,2.14e-05,0.294,0.199,0.536,135.968,127053,4
253,Morgan Wallen,7 Summers,4obHzpwGrjoTuZh2DItEMZ,78,0.466,0.786,0,-5.13,1,0.0328,0.417,6.1e-05,0.125,0.571,203.903,210507,4
254,BigYear大年,她不是,0VK0IU02R19zSL4XoXEpR2,35,0.628,0.533,0,-7.764,1,0.0662,0.384,0.00112,0.0967,0.234,145.016,257793,4
255,Kanye West,Off The Grid,6LNoArVBBVZzUTUiAX2aKO,82,0.546,0.64,8,-5.582,1,0.37,0.0438,0.0,0.137,0.63,137.728,339250,4
256,Bryan Kearney,Euphoric Recall (Mixed),3KWEORBVW0Xw7Z2KshfKqC,36,0.495,0.997,7,-7.445,1,0.0569,2.19e-06,0.701,0.306,0.455,136.019,54627,4
257,Baby Keem,lost souls (with Brent Faiyaz),02rdXe0KhMe8p6ZHzYtuw0,82,0.649,0.347,1,-7.67,0,0.404,0.485,3.24e-05,0.154,0.176,169.994,269728,4
258,Craig Connelly,Keep Me Believing (Mixed),0Fx7NpJ7PX79cg3XoKM2by,36,0.439,0.956,1,-10.127,1,0.057,5.34e-05,0.392,0.35,0.614,137.979,97413,4
259,Young Stoner Life,Solid (feat. Drake),6rTInqW3YECMkQsBEHw4sd,81,0.887,0.485,11,-9.358,0,0.2,0.0392,0.0,0.141,0.328,125.987,215693,4
260,015B,빅터를 기다리며,52k6I8gmQGgDCbJhu3tlfE,33,0.451,0.701,6,-4.005,1,0.0379,0.543,1.89e-06,0.0712,0.633,118.086,210107,5
261,Drake,Champagne Poetry,2HSmyk2qMN8WQjuGhaQgCk,81,0.423,0.667,6,-7.012,0,0.326,0.758,0.0,0.246,0.496,86.743,336511,4
262,Richard Durand,Tree Of Life (Mixed),7bMVusVw0In2X0kthu0X8U,34,0.418,0.981,11,-8.244,1,0.0524,1.89e-06,0.795,0.338,0.693,134.981,56933,4
263,Rauw Alejandro,Desesperados,6ZOcbKub95XSDESsKKuH41,94,0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,224997,4
264,Saliva,Your Disease - 2021 Version,25DAo7YTKFqdyxQftKF0Oe,22,0.367,0.941,6,-4.033,1,0.067,1.41e-05,1.34e-06,0.385,0.678,159.985,240465,4
265,Saliva,Click Click Boom - 2021 Version,1pMPy92XESaLhqRq0Lr0n6,23,0.427,0.905,6,-4.311,1,0.0569,9.25e-06,1.73e-05,0.0953,0.805,192.01,254457,4
266,Brent Faiyaz,"Gravity (feat. Tyler, The Creator)",6u3CPnFMKANYgfdiifFOiJ,80,0.539,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924,214693,4
267,Lakou Mizik,Ogou (Pran Ka Mwen) - Mixed,5h17kD9wdSSbncskXxpxTT,31,0.509,0.482,1,-11.643,1,0.0388,0.44,0.000258,0.192,0.0638,109.93,272417,4
268,Trippie Redd,Miss The Rage (feat. Playboi Carti),2BITQ360Knh6qNAOqR7Dyq,82,0.584,0.859,8,-5.616,1,0.121,0.0144,0.0,0.847,0.369,77.005,236883,4
269,Mr.Kitty,Years - 2021 Remaster,4S4ZY1yKo3WUtzsg3O6hcf,24,0.608,0.841,9,-8.354,1,0.0293,0.000672,1.67e-05,0.0704,0.185,129.994,214159,4
270,siouxxie sixxsta,masquerade,0RYHqnmtNRfbYxP6Dn8Vse,84,0.608,0.792,9,-5.721,1,0.0355,0.000674,0.653,0.252,0.611,161.104,144536,4
271,Robbie Seed,I Choose You (Mixed),3nKwUbY7ZfQpT9jKmrerKX,36,0.49,0.991,11,-6.963,0,0.076,7.34e-05,0.000545,0.676,0.714,135.969,58293,4
272,Yeat,Gët Busy,20O48JTG6O46tPAuZbliRA,79,0.66,0.58,10,-9.921,0,0.0393,0.0372,0.0,0.116,0.115,139.902,157780,4
273,Roman Messer,The River (Mixed),0yLzMsIoDC3KSoyFE95CfR,36,0.473,0.995,0,-8.469,1,0.0835,0.000299,0.0343,0.443,0.486,135.972,70560,4
274,Drake,What’s Next,3aQem4jVGdhtg116TmJnHz,81,0.781,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895,178154,4
275,Andy Moor,More Than Love (Mixed) - Craig Connelly Remix,2QC7dzGnVkQMnWqH35Y39I,36,0.458,0.979,8,-9.141,1,0.0643,1.11e-05,0.878,0.159,0.527,138.021,111333,4
276,Jack Harlow,SUVs (Black on Black),1MIGkQxcdAt2lDx6ySpsc5,80,0.801,0.688,1,-4.594,1,0.396,0.144,0.0,0.107,0.5,162.928,157675,4
277,The Chieftains,The French March - Remastered 2021,57a5zZ5OBcDSvw8E7332hL,21,0.58,0.578,7,-8.355,1,0.07,0.953,0.76,0.183,0.702,107.584,291907,4
278,Montell Fish,Fall in Love with You.,31MQR9rOHRXyg4J01hRY1h,84,0.483,0.0394,4,-19.525,1,0.0537,0.922,0.0125,0.112,0.146,73.984,132000,4
279,Aly & Fila,Hymn Of Hope (Mixed),4EJmC3zQjol2EgBj3r3jS2,35,0.347,0.964,1,-9.361,1,0.0744,0.000138,0.145,0.569,0.169,137.955,55627,4
280,Sadie Jean,WYD Now?,3ZBeHiRJUj1vdiU8zzGPgb,82,0.378,0.334,1,-10.993,1,0.304,0.776,0.0,0.115,0.496,181.296,144667,4
281,Sunlounger,Sail Away (Mixed) - Roger Shah & Yelow Uplifting Mix,3zAGemGedi9wTBQoJ7Nsqq,35,0.5,0.995,0,-8.877,1,0.0397,2.96e-05,0.833,0.358,0.849,133.981,56013,4
282,NLE Choppa,Jumpin (feat. Polo G),1z7LV5wkExwW8YJk0IrPUA,79,0.826,0.616,2,-5.479,1,0.328,0.241,0.0,0.287,0.612,127.925,181199,4
283,BT,Walk into the Water (Mixed) - Craig Connelly Remix,1UVkWQxfZ7RP6Q4GUVOrb5,35,0.414,0.961,8,-9.395,0,0.0727,1.88e-05,0.0215,0.234,0.591,137.982,38947,4
284,DaBaby,Ball If I Want To,0cu0rhnlCnJ7JIeHRiLpj3,80,0.902,0.669,1,-5.049,1,0.457,0.161,0.0,0.0728,0.628,139.949,112547,4
285,Lady Gaga,Poker Face,4liFTpYparE2zEUp2GfG64,30,0.851,0.818,4,-4.637,1,0.0789,0.112,2.94e-06,0.0945,0.808,119.006,238907,4
286,Olivia Rodrigo,enough for you,2TOzTqQXNmR2zDJXihjZ2e,83,0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,202827,4
287,Andrea Ribeca,Tuscia Est (Mixed),2fgOLBbsPMKHtgT7ccvyF1,35,0.441,0.98,7,-8.93,1,0.044,7.82e-06,0.958,0.114,0.407,138.684,82667,4
