,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
143,Juice WRLD,Go Hard,6D1KDOoVRKLyGcxVBi13Ot,58,0.641,0.445,7,-7.94,0,0.12,0.625,7.8e-06,0.119,0.0534,145.302,134689,4
144,John Colleoni,Postera Questus - Motus V,1euHu9aIt2l5yXcPAfYXlr,0,0.688,0.00233,8,-21.14,1,0.936,0.979,0.924,0.0947,0.0,73.817,70727,4
145,Juice WRLD,My Life In A Nutshell,2iSQmITHUdCBQGDgvwEzkY,58,0.565,0.614,5,-7.008,1,0.0383,0.0126,0.0,0.125,0.188,142.113,189740,4
146,John Colleoni,Latum Tacui - Motus I,0yb60Jo6mhBxclilrUU95s,0,0.876,0.123,8,-25.167,1,0.148,0.993,0.968,0.109,0.89,126.904,98406,4
147,Juice WRLD,Juice WRLD Speaks 2,1N0TOOPBJvFOvQipTFz5io,58,0.496,0.28,0,-13.915,0,0.0951,0.988,0.0185,0.104,0.519,99.506,190998,4
148,John Colleoni,Vici Animum - Motus IV,0fmGPEHOWDBVIrxKDtkMo9,0,0.508,0.0957,8,-19.197,1,0.472,0.956,0.967,0.143,0.941,170.389,64067,5
149,Juice WRLD,Juice WRLD Speaks,5MaFTsKpVo4VHmzXUIdLrj,58,0.559,0.42,11,-15.124,0,0.888,0.852,0.0,0.363,0.799,71.13,89310,3
150,John Colleoni,Incipit Ore - Motus II,6YXeiCQ7WgZ4c05X8phIcq,0,0.869,0.534,9,-17.825,1,0.112,0.965,0.94,0.113,0.961,127.11,49103,4
151,John Colleoni,Auribus Et Longe - Motus I,6H8Xg2czknM1bKIZPr7er4,0,0.803,0.155,6,-23.891,1,0.112,0.971,0.955,0.114,0.609,90.498,77035,4
152,John Colleoni,Sedebam - Motus V,5ZUIUFkLIJZYJyFBxDYK1j,0,0.508,0.186,7,-20.71,1,0.0535,0.933,0.916,0.119,0.398,118.672,65277,4
153,John Colleoni,Velum - Motus I,0swx7Rnwz0IBCh62cftFRX,0,0.647,0.12,11,-18.301,0,0.173,0.965,0.952,0.0906,0.584,122.469,51799,4
154,John Colleoni,Me Maneant - Motus I,7eklcFzhx93tPIXMHbW8B2,0,0.672,0.242,4,-15.941,1,0.0748,0.98,0.957,0.0926,0.56,69.916,83244,3
155,Johann Strauss II,Die Fledermaus: Overtüre,2VIefSHPIMd7B6QPpX54Qu,32,0.319,0.148,2,-19.195,1,0.0438,0.948,0.811,0.199,0.164,95.359,513000,3
156,Josef Strauss,"Phönix-Marsch, Op. 105",1mhUDxfJryrpt9E7LZaRQC,31,0.606,0.414,3,-16.093,1,0.0343,0.905,0.943,0.294,0.829,107.983,122000,4
157,"Joseph Hellmesberger, Jr.",Heinzelmännchen,0azOkHfzw0pLGF41f8Khmw,29,0.54,0.1,3,-26.114,1,0.0354,0.91,0.0511,0.0558,0.403,93.788,273000,4
158,Johann Strauss II,"Morgenblätter, Walzer, Op. 279",5aEWmo58rXyIpeK4WSWqeu,30,0.35,0.127,7,-18.467,1,0.0351,0.94,0.893,0.0772,0.216,101.419,649000,4
159,Johann Strauss II,"Phönix-Schwingen, Walzer, Op. 125",332ERDsBLIekg5IZDwb2tB,30,0.418,0.125,2,-20.471,1,0.0324,0.936,0.811,0.142,0.356,97.058,434000,3
160,Johann Strauss II,"Persischer Marsch, Op. 289",6nFdjYo1hSmGPSmKiqFjN9,28,0.56,0.306,7,-16.114,0,0.0276,0.91,0.885,0.0715,0.547,96.301,134000,4
161,"Joseph Hellmesberger, Jr.","Kleiner Anzeiger, Galopp, Op. 4",1pkC7ik3IwiwIoLSgzqYRD,29,0.472,0.576,3,-16.368,1,0.036,0.844,0.912,0.19,0.842,86.341,146000,4
162,Josef Strauss,"Die Sirene, Polka mazur, Op. 248",1bEgBgMIfdpvw0HcCapAks,31,0.363,0.0472,2,-19.968,1,0.039,0.967,0.826,0.162,0.0745,114.36,208000,4
163,R3HAB,All Around The World (La La La),1iwEkU7SPZtaWD7cjOPyne,19,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840,4
164,Jyc Row,Year of the Tiger (Equestria Spring Festival Celebration 2022),7k3vvF7gbBVW9ejRn0zBOU,13,0.119,0.375,0,-13.836,1,0.0511,0.298,0.927,0.11,0.142,79.575,151819,4
165,Carl Michael Ziehrer,"Nachtschwärmer, Walzer, Op. 466",6oQ2HG7O0qGc3OLOjP7VRi,29,0.265,0.116,7,-19.581,1,0.0361,0.962,0.911,0.0639,0.141,97.857,605000,4
166,Johann Strauss II,"Champagner-Polka, Op. 211",0ceAZnQanR0on8E9HLmZK2,27,0.581,0.215,3,-20.23,1,0.0372,0.912,0.919,0.174,0.838,127.378,146000,4
167,ABBA,Happy New Year,2PfHShbickBdLYpXWcRQDq,20,0.51,0.375,9,-9.194,1,0.0288,0.812,0.0,0.145,0.25,132.555,263693,4
168,Eduard Strauss,"Kleine Chronik, Polka schnell, Op. 128",6pRgYY5NtiwCNQ4yT2jAXQ,28,0.417,0.452,0,-16.777,1,0.0487,0.839,0.83,0.098,0.751,175.667,141000,4
169,The Harvard Krokodiloes,Take Five,3oGSeFjidISj4nGZSrNsnM,10,0.554,0.358,6,-8.538,1,0.0651,0.599,0.0,0.425,0.817,82.627,141347,3
170,Zeekonthebeat,Happy New Years 2022,5bOP7QNXOdbaIP5uyN8Jrv,6,0.328,0.437,0,-18.794,0,0.0722,0.0314,0.0,0.612,0.253,93.994,93623,1
171,Johann Strauss II,"Tausend und eine Nacht, Walzer, Op. 346",4Phjc732ZJc6In2gHETidu,27,0.309,0.0676,0,-20.896,1,0.0342,0.964,0.749,0.0593,0.145,103.766,511000,4
172,Johann Strauss II,"An der schönen blauen Donau, Walzer, Op. 314",0DSg1rFnpdc9RhNKCYOF3s,26,0.229,0.072,2,-19.892,1,0.0353,0.965,0.866,0.0682,0.171,82.918,616000,4
173,Khalid,Last Call,7k0wVBW3cvV6Xmb87JikIf,82,0.553,0.727,5,-6.905,1,0.0348,0.0254,0.0113,0.107,0.286,173.972,191376,4
174,Last Year's Man,'Neath the Harrowed Sky,4fLc4EG3fjEvS7l1qiI22w,21,0.572,0.413,0,-13.481,0,0.0333,0.557,0.00496,0.112,0.452,166.009,222374,4
175,Kygo,Dancing Feet (feat. DNCE),4RAR8g8fZNB106ezUurnE0,85,0.75,0.797,0,-4.826,1,0.118,0.293,0.0,0.392,0.523,105.949,215203,4
176,The Harvard Krokodiloes,They Can't Take That Away from Me,6tfAzsD05DTKGo4MQCgNcT,10,0.499,0.373,4,-7.811,1,0.0363,0.844,0.0,0.135,0.425,119.778,205518,4
177,The Weeknd,Less Than Zero,2D4dV2KXDTszzJ3p3cFqhA,83,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,211814,4
178,LMFAO,Party Rock Anthem,0MHZpGOPZhiBKxR40oRmXj,22,0.744,0.733,5,-4.061,0,0.141,0.019,0.0,0.26,0.34,130.012,264147,4
179,Kodak Black,Love & War,293mQGfVwgXIOdA1GpiwAt,78,0.762,0.649,11,-5.624,0,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,239146,4
180,MEDUZA,Lose Control,5BeVk8Kqt0ZY9EMoWI8zfS,19,0.597,0.527,10,-8.658,0,0.0412,0.127,0.0,0.14,0.535,123.946,168387,4
181,Jessie Murph,Pray,2gbRKKSyW7e7vAkyvrJkte,84,0.588,0.39,8,-7.753,1,0.0578,0.726,1.26e-05,0.0965,0.206,96.571,146267,4
182,Crazy John,Bull in a China Shop,2hTnq1DpU4f8wNR4CuUkDo,10,0.653,0.655,10,-5.186,1,0.0282,0.688,0.00034,0.153,0.322,120.038,256733,4
183,Dylan Conrique,Birthday Cake,7dDrR6vMK1JAwZZ5MIWgme,82,0.436,0.255,3,-8.623,1,0.0364,0.955,3.28e-05,0.106,0.15,113.265,205280,4
184,Josef Strauss,"Sphärenklänge, Walzer, Op. 235",6QwCELMdagz2bIUl31L2GE,26,0.207,0.0898,2,-19.343,1,0.0403,0.951,0.827,0.0669,0.0969,187.44,567000,3
185,Kodak Black,Super Gremlin,1Y5Jvi3eLi4Chwqch9GMem,78,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,200548,4
186,Johann Strauss II,"Auf der Jagd, Polka schnell, Op. 373",0NQlZbWIFXIkKIhFsMH1ZI,27,0.493,0.42,9,-15.651,1,0.0427,0.929,0.901,0.0625,0.58,89.198,132000,4
187,Dr. Dre,Gospel (with Eminem),3a2jFwnts4Cf0OwJbK61SL,83,0.919,0.869,1,-4.441,1,0.232,0.103,1.2e-05,0.166,0.655,117.03,210027,4
188,Eduard Strauss,"Gruß an Prag, Polka française, Op. 144",6BvRZg33RmaKkZAajlik3z,26,0.496,0.108,2,-19.451,1,0.0377,0.934,0.576,0.114,0.675,86.252,202000,4
189,David Kushner,Mr. Forgettable,39ZVkOVxjG8ypNdUSVNkxU,83,0.56,0.41,8,-9.227,0,0.0276,0.544,0.0,0.151,0.28,144.727,187293,4
190,Johann Strauss I,"Radetzky-Marsch, Op. 228",6VB4GnzupnwBCA17kQFqdw,26,0.628,0.347,9,-15.495,1,0.0334,0.887,0.971,0.202,0.69,96.247,210000,4
191,$NOT,Doja,3zpGLSQ8QbbUnNjweWPLMD,80,0.753,0.777,11,-5.701,0,0.32,0.0725,0.000714,0.125,0.669,157.148,171453,4
192,John Toso,Fire And Rain - Radio Vrs.,2OK4drn1ahVROsH3KUNXPH,0,0.729,0.693,6,-17.941,0,0.0528,0.778,0.929,0.101,0.748,125.477,65306,4
193,Bailey Zimmerman,Fall In Love,5gVCfYmQRPy1QJifP8f5gg,76,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,232059,4
194,John Toso,Sister - Radio Vrs.,6oW56kduCvkCdcdrajMUaX,0,0.71,0.534,11,-12.659,1,0.0453,0.326,0.955,0.133,0.655,125.505,64836,4
195,ENHYPEN,Polaroid Love,5elW2CKSoqjYoJ32AGDxf1,89,0.738,0.67,7,-3.766,0,0.0439,0.458,0.0,0.361,0.651,138.055,184602,4
196,John Toso,Sold - Radio Vrs.,43AZOJ2MduBq82ho8MRqF4,0,0.431,0.696,0,-11.085,1,0.375,0.0802,0.0903,0.463,0.714,103.407,66000,3
197,Mother Mother,Hayloft II,0kYMwaQWABTkFff8AZjmYI,81,0.326,0.866,9,-4.541,0,0.101,0.0044,7.37e-06,0.0912,0.172,178.181,215040,4
198,John Toso,Punk Spirit - Radio Vrs.,5NvxZDPjG9Mxur6bBCfqWe,0,0.737,0.752,1,-10.509,1,0.049,0.0123,0.0727,0.117,0.284,101.709,64104,4
199,Hunxho,Let's Get It (Remix) [feat. 21 Savage],1NVp7VnSVUJalgIBCIkh0w,78,0.863,0.499,7,-8.602,0,0.514,0.0758,0.0,0.104,0.76,80.073,156996,4
200,John Toso,Un Tuffo Nel Cuore - Radio Vrs.,4TXwBsF7R09N2rhkGWGWOn,0,0.877,0.936,7,-16.241,0,0.0871,0.827,0.758,0.134,0.821,124.007,62000,3
201,Lil Durk,Computer Murderers,4N9YvASsNimNYJmSAVHA9f,71,0.672,0.564,1,-10.418,1,0.183,0.000408,0.0,0.0893,0.195,173.007,139533,4
202,John Toso,Gullit - Radio Vrs.,4dDkWV55KRsGrSxBS9AQgX,0,0.84,0.525,10,-15.209,0,0.09,0.158,0.807,0.173,0.472,130.294,147827,4
203,XXXTENTACION,vice city,6MOst484piqXpzPPRRe8i5,81,0.853,0.467,9,-6.843,0,0.195,0.00596,0.00171,0.203,0.329,87.023,220709,4
204,John Toso,Goin' Up - Radio Vrs.,2wqdJzcSkxwE3mDi1Ne8vJ,0,0.191,0.518,9,-11.057,0,0.037,0.637,0.759,0.101,0.04,68.309,63000,3
205,Gucci Mane,Publicity Stunt,1SKkHYkGqhadpciJKXfRhU,77,0.782,0.557,1,-7.419,0,0.231,0.149,0.0,0.309,0.393,130.16,196658,4
206,The Harvard Krokodiloes,In a Sentimental Mood,69sdSYaI6o7ta9gjFVGgcE,9,0.214,0.165,11,-10.832,0,0.032,0.9,0.0,0.111,0.161,86.195,224632,1
207,Gunna,thought i was playing,5dqeWGM9sqLd5bZhyBikrZ,78,0.679,0.73,1,-7.483,1,0.0689,0.00421,0.0,0.0736,0.292,148.038,167840,4
208,Black Eyed Peas,I Gotta Feeling,0teThZJXIAJigFWFCHhRrU,21,0.746,0.793,0,-5.725,1,0.0265,0.0519,0.0,0.421,0.656,127.973,289493,4
209,Maren Morris,Circles Around This Town,13G5xv1wUKvJYbK0wYmioN,77,0.591,0.814,4,-4.986,1,0.0468,0.015,0.0,0.117,0.815,149.9,195760,4
210,Namito,Feuersee - 2022 Remix,25jKHAwh2TRw7J8LcFqfsl,17,0.699,0.639,2,-12.775,1,0.0477,0.0617,0.917,0.0773,0.18,124.99,376000,4
211,Justin Bieber,Sorry,16CnS6Uw4ijtP8sJuneh0u,3,0.679,0.748,0,-3.624,0,0.0385,0.0878,0.0,0.299,0.438,100.035,200787,4
212,not applicable,Neujahrsgruß / New Year's Address / Allocution du Nouvel An,2qhgPZk7v1U3KbOZhGKdAG,23,0.579,0.259,2,-24.438,1,0.517,0.974,1.35e-06,0.685,0.464,116.044,181000,5
213,ARMPIT TERMITES,NEW YEARS MIXXX: TIME 4 2022,3Uskm1BFladbHCBqQSxbKl,7,0.43,0.86,5,-7.032,1,0.265,0.0267,0.301,0.807,0.369,179.968,600899,4
214,John Summit,Human (feat. Echoes),1AatidzO222c3WmKYKofRk,15,0.544,0.856,5,-6.84,0,0.0314,0.00162,0.818,0.0763,0.233,125.992,219048,4
215,STAYC,RUN2U,3gFcGnU4kTdMYLXDjH1TK8,84,0.722,0.676,11,-5.885,0,0.0829,0.000835,1.2e-05,0.321,0.362,129.943,213427,4
216,Avicii,Wake Me Up - Radio Edit,1qtBLES6SONpxdNA81dI28,18,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,246813,4
217,David Kushner,Miserable Man,6gPPoRYJwCsoB2VVdPJfmo,83,0.632,0.349,10,-10.289,1,0.0346,0.926,7.5e-05,0.294,0.307,109.981,232992,4
218,Guru Randhawa,"Dance Meri Rani (From ""Dance Meri Rani"")",1c3aklQsFCwptZyLcvE2oe,25,0.9,0.589,10,-6.862,0,0.173,0.0334,0.0139,0.0805,0.678,107.993,223190,4
219,The Weeknd,"Here We Go… Again (feat. Tyler, the Creator)",1NhjYYcYTRywc0di98xHxf,80,0.469,0.623,1,-4.432,1,0.0302,0.345,0.0,0.588,0.198,134.943,209778,4
220,Sunday Morning Jazz,Happy New Year!,2Q7PLag4LFqOB4Rta73Hxv,10,0.864,0.21,1,-22.485,0,0.0743,0.503,0.879,0.105,0.898,129.93,147681,4
221,Lana Del Rey,Watercolor Eyes - From “Euphoria” An HBO Original Series,1G1R0XgChe18Zr1o6tlmN6,83,0.444,0.26,7,-10.045,1,0.0316,0.964,0.0815,0.125,0.121,120.443,211613,4
222,Workout Music ,Rise Up (Warmup Workout Mix),6hnwbz6odadbu3bmMUHEv4,14,0.226,0.58,1,-3.661,1,0.0414,0.771,0.0,0.126,0.191,77.726,294827,5
223,NLE Choppa,Shotta Flow 6,4GKHIuAyQBWSvrVxoej52H,77,0.859,0.596,11,-7.021,1,0.329,0.0194,0.0,0.0489,0.479,140.064,192148,4
224,Workout Music ,Blinding Lights (Workout Mix),1Ihpps7NA0Qhu3uUa3x7K6,15,0.717,0.932,8,-1.607,1,0.153,0.0285,0.107,0.0949,0.961,123.906,270461,4
225,Internet Money,Flossin’ (feat. YoungBoy Never Broke Again),3zDMTxEANpj6hedyCrHXBg,77,0.713,0.57,2,-8.126,1,0.113,0.0425,0.0,0.131,0.155,159.99,168000,4
226,The Harvard Krokodiloes,Sesame Street Medley,6T2a4DTxK14bwaOO5mpzuz,8,0.512,0.411,0,-8.616,1,0.0552,0.666,0.0,0.134,0.752,119.682,197326,4
227,4*TOWN (From Disney and Pixar’s Turning Red),Nobody Like U,4bV5sf2B4hWBBd5HQ8S7KB,80,0.905,0.631,9,-10.06,0,0.177,0.129,0.0,0.101,0.751,105.026,160947,4
228,The Jackson 5,I Want You Back,6MD0SRIDE7WU06BafJTPte,20,0.667,0.669,8,-6.264,1,0.0326,0.441,0.00229,0.215,0.947,98.266,178493,4
229,Ed Sheeran,Thinking Out Loud,2tGt450zNND6WN56yylceo,2,0.781,0.445,2,-6.061,1,0.0296,0.474,0.0,0.184,0.591,78.997,281560,4
230,OneRepublic,Counting Stars,4NRBjAMDh8layJcLqlTF47,20,0.659,0.741,1,-4.354,0,0.0388,0.072,0.0,0.166,0.454,122.013,256760,4
231,Ed Sheeran,Bad Habits,0V2vTO0sR4hkUFIjx1vdV2,1,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,4
232,Gim Tonic,Giannettone Za,0AoPgdCwaWFpsxofxf7XUx,0,0.63,0.937,11,-12.347,1,0.239,0.00588,0.788,0.394,0.812,100.14,67583,4
233,Ed Sheeran,Perfect - Robin Schulz Remix,5U5zw7Re2LYEJXjKiKWCGy,1,0.507,0.746,8,-6.285,1,0.0711,0.0132,0.0,0.067,0.182,122.002,249777,4
234,Gim Tonic,Mela Borghese,2XMQnAj39yxa4GTm4y7wp0,0,0.667,0.881,10,-11.468,0,0.0697,0.0181,0.833,0.0689,0.725,94.996,66000,4
235,Ed Sheeran,Perfect,0f8lPMZJbQG6R8kXozjoLf,2,0.598,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,263400,3
236,Gim Tonic,Fagiuolo Pa,6AJFT6X2Vvjujx5HJS5tIE,0,0.767,0.849,4,-8.022,1,0.25,0.593,0.338,0.369,0.621,74.983,67500,3
237,Ed Sheeran,The City,2IguWGXxMa7G8on2TXQIQS,0,0.74,0.505,4,-10.338,0,0.0673,0.0415,6.73e-05,0.0707,0.646,97.996,234333,4
238,Workout Music ,Beggin’ (Workout Mix),3aSEwDuVlabNvITpOKkiwT,14,0.674,0.87,11,-6.404,0,0.0415,0.00072,0.00875,0.0247,0.759,127.988,270069,4
239,Ed Sheeran,Shivers,7AKtRaSO87DloMmw1UaHxa,1,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
240,Gim Tonic,Madonna Celeste - Edit Cut 60,4v3kyJD0dOWdP3ffaTiw8R,0,0.538,0.0602,5,-15.803,1,0.0512,0.995,0.881,0.079,0.773,94.24,72135,4
241,Ed Sheeran,Let It Out,45hxfxCj1wVacFNP4Gf7fE,0,0.731,0.603,8,-7.656,1,0.0378,0.645,0.0109,0.147,0.62,96.97,231547,4
242,Gim Tonic,Danimarca Bella,2C7eKG2sz3gXRSexGQPe3n,0,0.159,0.0446,0,-27.927,1,0.0891,0.975,0.897,0.114,0.176,178.566,69780,1
243,Ed Sheeran,I Don't Care,3f5evxwMyZrWlrEgjPWQJU,2,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947,4
244,Workout Music ,Easy on Me (Workout Mix),2BGGgxDFHRyyzvjjKzbEUl,15,0.652,0.664,5,-6.422,1,0.038,0.00758,0.00199,0.0937,0.599,135.017,270220,4
245,Ed Sheeran,The Joker and the Queen,53qz2PM4devsUPsSTpyfgK,2,0.567,0.211,0,-9.975,1,0.0315,0.952,5.24e-05,0.275,0.289,134.019,185587,4
246,Gim Tonic,Occhialetti Da Martella,5OSNc4IGky9rWBAQypAsUn,0,0.462,0.47,7,-15.637,0,0.322,0.817,0.394,0.837,0.868,183.968,72000,4
247,Ed Sheeran,Perfect - Mike Perry Remix,4AnPuuHiqEVDQMIfJ99sPD,0,0.732,0.756,5,-4.309,0,0.0324,0.26,0.0,0.13,0.343,113.98,221333,3
248,Sunny Hassan,2022 New Year Party Mashup,3Ykwfbeeo1jo5r5H7vToDV,10,0.752,0.902,5,-3.885,0,0.0492,0.311,0.000841,0.365,0.831,105.009,234266,4
249,Ed Sheeran,Photograph - Felix Jaehn Remix,3uF6gFig8oDkHvpHNygL7u,2,0.726,0.697,4,-6.257,1,0.0404,0.099,0.00745,0.0823,0.54,120.005,202586,4
250,Alesso,Years,1T7BiLyFaZKCNNFAMP4PVz,29,0.362,0.858,2,-3.92,1,0.0743,0.00211,1.3e-06,0.25,0.282,127.891,196347,4
251,Ed Sheeran,Don't - Don Diablo Remix,4wgvTu88vzncZEmUTMRz4z,1,0.681,0.949,5,-2.608,0,0.0358,0.0112,0.107,0.272,0.36,125.971,249835,4
252,DJ Snake,Loco Contigo,0SsArKudK0oLud8nXMRfN9,18,0.827,0.757,6,-2.985,0,0.0564,0.283,1.56e-06,0.102,0.374,95.983,185195,4
253,Ed Sheeran,How Would You Feel (Paean),6UP7ZmvqKoeIQ7yiLkWdxp,3,0.618,0.439,9,-5.63,1,0.0269,0.424,0.0,0.127,0.242,139.983,280533,4
254,Surfaces,Sunday Best,1bpA48rYxsGsien5giUBdZ,18,0.87,0.566,5,-5.659,1,0.0461,0.157,0.0,0.0735,0.724,111.999,158639,4
255,Ed Sheeran,Photograph,2trwDcuIiVhsUxtbTLOBnE,1,0.718,0.379,4,-10.48,1,0.0359,0.607,0.000472,0.0986,0.22,108.033,258987,4
256,Maroon 5,What Lovers Do,1gK8KWjMpKy5P2erOyd6pO,21,0.797,0.605,5,-5.123,0,0.0578,0.0827,3.44e-06,0.124,0.448,110.024,199853,4
257,Yeat,Rackz got më (feat. Gunna),0Pq8CSHDXInMK8atOkWSAv,77,0.788,0.603,5,-6.959,0,0.1,0.00439,0.000232,0.144,0.216,142.943,181440,4
258,Collin Patterson,Life Moves On - Pocket Watch Year 2022,6UzGCNKjgFjKI20ZY3wd0Z,4,0.199,0.127,9,-22.16,1,0.0406,0.973,0.74,0.101,0.154,173.337,243715,4
259,Sueco,Loser,1GAIibUEoZjvG4QsrabVWc,77,0.61,0.894,5,-3.956,0,0.129,0.00317,0.0,0.0539,0.65,96.622,133679,4
260,Sunday Morning Jazz,New Year's Resolutions,5lA9sILUX3Ie2XrXSGtHrU,9,0.885,0.157,8,-23.074,1,0.0592,0.534,0.866,0.11,0.786,99.995,167981,4
261,The Weeknd,How Do I Make You Love Me?,2Ghp894n1laIf2w98VeAOJ,82,0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37e-05,0.085,0.636,121.006,214215,4
262,Frenk Mc,Nessuno Si Svegli,7odWBIFGMetg0sGL5G05NJ,0,0.481,0.527,5,-13.017,1,0.165,0.702,0.93,0.121,0.852,186.09,72135,4
263,DDG,Elon Musk (feat. Gunna),6g6FfeozIEkVUXecpSq16Q,78,0.826,0.583,2,-5.186,0,0.0626,0.441,0.0,0.155,0.539,140.039,205759,4
264,Marcus Bill,Bagnetti Fognetta - Instrumental Edit Cut 60,68TMu3b1fL3BL5p6IF5GmA,0,0.82,0.407,8,-10.798,0,0.0665,0.907,0.924,0.197,0.898,92.831,62000,4
265,SiM,The Rumbling (TV Size),0KCSJzsQVxkloxoT7dyrqV,82,0.408,0.875,8,-1.536,1,0.0546,1.68e-05,0.000101,0.264,0.646,144.975,90266,4
266,Chill Work Music,Calming Lofi Music To Study To,3zxhdXTqGsmdq3xrRyCTP1,11,0.611,0.398,5,-10.025,0,0.0264,0.812,0.947,0.135,0.586,128.136,120000,4
267,Frenk Mc,Nazioni Storiche - Radio Vrs.,5tLYqIjGmU3CjqNpxiQzel,0,0.84,0.695,3,-13.034,0,0.0584,0.139,0.789,0.0483,0.954,99.97,67254,4
268,Juice WRLD,Robbery,02QNnDhdGx0LbPtXqqAZqU,2,0.708,0.69,2,-5.181,1,0.0442,0.348,0.0,0.222,0.543,79.993,240527,4
269,Frenk Mc,Pallino Tessitore Sexyland,0LVCoKyr01nITIYDFvp5h9,0,0.694,0.97,11,-11.774,1,0.0773,0.144,0.889,0.0531,0.361,109.849,65917,4
270,Juice WRLD,Lucid Dreams,0aRPN854ky3vRDOKhKn190,2,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4
271,Frenk Mc,Lallattino Reddy - Live Edit Cut 60,0s0y2lZljDMh0IE4MxoNqN,0,0.878,0.268,11,-13.752,1,0.0736,0.817,0.654,0.119,0.404,109.994,68083,4
272,2 Chainz,Million Dollars Worth of Game (feat. 42 Dugg),3IZWCcD1FYpyeY3ki2VUmL,76,0.808,0.677,2,-4.922,1,0.106,0.00407,0.0,0.132,0.46,97.009,159840,4
273,Frenk Mc,Hip Hop Montagna,22m9TjLyKHqFMIctKN7lpW,0,0.554,0.581,1,-12.445,0,0.14,0.000811,0.827,0.0784,0.304,89.12,78000,4
274,ODESZA,The Last Goodbye (feat. Bettye LaVette),4XeIiGpUBshIfs9yrBDVZC,79,0.667,0.92,9,-2.71,1,0.0773,0.00752,0.00232,0.126,0.146,114.977,358983,4
275,Marcus Bill,Aragostina Di Fiumarazza,1ppJKPhg3aULjqxtLyUfHs,0,0.378,0.216,8,-16.645,0,0.06,0.995,0.897,0.347,0.472,73.077,68000,5
276,Christian Nodal,Ya No Somos Ni Seremos,0UXlu64mDLvfzR8IXMz06J,90,0.588,0.452,7,-4.75,1,0.0268,0.437,0.0,0.344,0.734,139.953,185723,4
277,Workout Music ,Cold Heart (Workout Mix),4rtAK47x8GeyUC5cxgFJzo,14,0.748,0.787,1,-5.939,1,0.22,0.124,7.77e-05,0.028,0.898,129.997,251113,4
278,Omah Lay,Attention,6tTeRmhhuwDl5Y4UiJdHuO,85,0.817,0.72,5,-8.134,0,0.0809,0.172,0.000726,0.109,0.384,119.989,180563,4
279,Frenk Mc,Pallino Tessitore Sexy,76W5dba1bhJFuMV540rejU,0,0.831,0.936,7,-10.408,0,0.0794,0.128,0.847,0.119,0.582,110.072,65917,4
280,Jason Aldean,Trouble With A Heartbreak,4lSNyiHil3tuiwtvEpN1qq,75,0.582,0.797,5,-4.926,1,0.0334,0.23,0.0,0.132,0.595,135.973,196027,4
281,The Harvard Krokodiloes,My One and Only Love,0YaJQjVxNHqwcA1xc9q0v1,5,0.244,0.286,7,-7.491,1,0.032,0.945,0.0,0.159,0.175,83.891,205518,3
282,The Weeknd,Take My Breath,2vgUijXOTRMnWXDtvgMp2b,81,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02,339023,4
283,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,3GDt1DsJFlRNbLPUbSdeMx,17,0.671,0.806,7,-5.198,0,0.0889,0.0305,1.2e-05,0.298,0.646,104.39,202440,4
284,YoungBoy Never Broke Again,I Hate YoungBoy,3itijJswMR7p7RbfqlYf1Z,75,0.584,0.756,10,-6.245,0,0.362,0.0266,0.0,0.36,0.728,165.269,261818,4
285,NEIKED,Better Days,43B38XWoAqlxs56j9u2B1C,9,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,160657,4
286,Eden Muñoz,Chale,74WROFXsox6wkeUrEK2DS6,88,0.551,0.436,8,-8.029,1,0.0428,0.395,0.0,0.0719,0.862,188.651,170745,3
287,Jessie J,Price Tag,2hX4Y6IpShMsHn1P9ceE4D,18,0.641,0.836,5,-3.952,1,0.196,0.0283,4.17e-06,0.152,0.693,174.971,222533,4
288,Kane Brown,Leave You Alone,5J8AKBaUq1WHrzrm9YWlP3,75,0.447,0.538,5,-7.258,1,0.0338,0.119,0.0,0.188,0.453,123.746,214239,3
289,The Wanted,Glad You Came,2ojHsrbZaaoumDQKgdsusa,16,0.658,0.864,7,-3.858,0,0.0815,0.0331,0.0,0.109,0.53,126.904,197936,4
